id,name,late,subject
219,Laurie Wallace,0,herbology
220,Janice Johnston,60,herbology
223,Peter Mcdowell,0,herbology
229,Whitney Stark,0,herbology
230,Angela Salazar,0,herbology
237,Stephanie Collins,0,herbology
244,April Snyder,60,herbology
248,Bobby Flores,0,herbology
261,Lauren Hayes,0,herbology
272,Brian Hamilton,0,herbology
275,Kimberly Smith,0,herbology
284,Kimberly Maynard,18,herbology
287,Collin Lopez,0,herbology
297,Norma Fisher,0,herbology
301,Peter Montgomery,0,herbology
303,Stephanie Collins,0,herbology
314,Bobby Flores,0,herbology
319,Janice Johnston,0,herbology
325,Desiree Cain,0,herbology
327,Lauren Hayes,0,herbology
332,Elizabeth Woods,0,herbology
333,Susan Wagner,0,herbology
340,Sean Green,0,herbology
345,Cheryl Bradley,0,herbology
349,Michelle Kelley,0,herbology
354,Mary Alvarez,0,herbology
356,Sarah Villanueva,0,herbology
359,Stephanie Lawrence,0,herbology
363,Norma Fisher,0,herbology
365,Elizabeth Woods,0,herbology
367,Peter Montgomery,0,herbology
370,Stephanie Sutton,0,herbology
372,Susan Levy,0,herbology
382,Michelle Kelley,0,herbology
388,Peter Mcdowell,0,herbology
398,Elizabeth Woods,15,herbology
406,Sean Green,0,herbology
411,Cheryl Bradley,0,herbology
420,Mary Alvarez,0,herbology
438,Susan Levy,0,herbology
439,Sean Green,0,herbology
440,Kimberly Smith,0,herbology
453,Mary Alvarez,0,herbology
455,Sarah Villanueva,0,herbology
458,Stephanie Lawrence,0,herbology
463,Jorge Sullivan,0,herbology
477,Cheryl Bradley,0,herbology
479,Bobby Flores,0,herbology
487,Peter Mcdowell,0,herbology
490,Desiree Cain,0,herbology
492,Lauren Hayes,0,herbology
494,Angela Salazar,0,herbology
497,Elizabeth Woods,0,herbology
506,Kimberly Smith,0,herbology
510,Cheryl Bradley,60,herbology
513,Tasha Rodriguez,7,herbology
514,Michelle Kelley,0,herbology
519,Mary Alvarez,0,herbology
521,Sarah Villanueva,0,herbology
523,Desiree Cain,0,herbology
525,Lauren Hayes,0,herbology
526,Whitney Stark,0,herbology
536,Brian Hamilton,0,herbology
538,Sean Green,0,herbology
542,Dana Nguyen,3,herbology
543,Cheryl Bradley,0,herbology
547,Michelle Kelley,0,herbology
548,Kimberly Maynard,0,herbology
554,Sarah Villanueva,0,herbology
556,Desiree Cain,0,herbology
565,Peter Montgomery,0,herbology
568,Stephanie Sutton,0,herbology
571,Sean Green,0,herbology
575,Dana Nguyen,0,herbology
577,Walter Pratt,0,herbology
578,Bobby Flores,0,herbology
593,Angela Salazar,0,herbology
595,Jorge Sullivan,0,herbology
599,Theodore Mcgrath,0,herbology
601,Stephanie Sutton,60,herbology
603,Susan Levy,0,herbology
606,Jennifer Summers,60,herbology
608,Dana Nguyen,0,herbology
609,Cheryl Bradley,0,herbology
614,Kimberly Maynard,0,herbology
619,Peter Mcdowell,0,herbology
621,Kimberly Myers,0,herbology
629,Elizabeth Woods,0,herbology
639,Jennifer Summers,0,herbology
649,Janice Johnston,0,herbology
658,Whitney Stark,0,herbology
660,Norma Fisher,0,herbology
662,Elizabeth Woods,0,herbology
663,Susan Wagner,0,herbology
665,Theodore Mcgrath,0,herbology
668,Brian Hamilton,0,herbology
670,Sean Green,0,herbology
674,Dana Nguyen,0,herbology
676,Walter Pratt,19,herbology
678,Tasha Rodriguez,5,herbology
679,Michelle Kelley,0,herbology
687,Kimberly Myers,0,herbology
701,Brian Hamilton,0,herbology
710,Bobby Flores,0,herbology
713,Kimberly Maynard,0,herbology
714,Laurie Wallace,0,herbology
721,Desiree Cain,0,herbology
731,Theodore Mcgrath,0,herbology
746,Kimberly Maynard,0,herbology
747,Laurie Wallace,0,herbology
750,Mary Alvarez,0,herbology
763,Peter Montgomery,0,herbology
764,Theodore Mcgrath,0,herbology
781,Janice Johnston,0,herbology
785,Sarah Villanueva,0,herbology
786,Kimberly Myers,0,herbology
788,Stephanie Lawrence,0,herbology
800,Brian Hamilton,0,herbology
801,Susan Levy,0,herbology
811,Michelle Kelley,0,herbology
812,Kimberly Maynard,0,herbology
815,Collin Lopez,0,herbology
820,Desiree Cain,0,herbology
824,Angela Salazar,0,herbology
827,Elizabeth Woods,0,herbology
835,Sean Green,0,herbology
846,Laurie Wallace,14,herbology
851,Sarah Villanueva,0,herbology
852,Kimberly Myers,0,herbology
863,Theodore Mcgrath,0,herbology
873,Cheryl Bradley,0,herbology
880,Janice Johnston,0,herbology
890,Angela Salazar,0,herbology
895,Peter Montgomery,0,herbology
896,Theodore Mcgrath,0,herbology
900,Susan Levy,0,herbology
901,Sean Green,0,herbology
907,Walter Pratt,0,herbology
912,Laurie Wallace,0,herbology
921,Lauren Hayes,0,herbology
923,Angela Salazar,0,herbology
928,Peter Montgomery,0,herbology
932,Brian Hamilton,0,herbology
933,Susan Levy,60,herbology
934,Sean Green,0,herbology
936,Jennifer Summers,0,herbology
938,Dana Nguyen,0,herbology
941,Bobby Flores,0,herbology
942,Tasha Rodriguez,0,herbology
944,Kimberly Maynard,0,herbology
955,Whitney Stark,0,herbology
963,Stephanie Collins,0,herbology
965,Brian Hamilton,0,herbology
968,Kimberly Smith,0,herbology
975,Tasha Rodriguez,0,herbology
978,Laurie Wallace,60,herbology
0,Norma Fisher,0,math
2,Elizabeth Woods,0,math
15,Cheryl Bradley,0,math
30,Lauren Hayes,0,math
40,Stephanie Sutton,0,math
44,Kimberly Smith,0,math
59,Sarah Villanueva,16,math
69,Susan Wagner,0,math
71,Theodore Mcgrath,0,math
77,Kimberly Smith,0,math
80,Dana Nguyen,0,math
81,Cheryl Bradley,0,math
82,Walter Pratt,0,math
86,Kimberly Maynard,0,math
90,Mary Alvarez,0,math
91,Peter Mcdowell,60,math
101,Elizabeth Woods,0,math
105,Stephanie Collins,0,math
109,Sean Green,0,math
116,Bobby Flores,0,math
117,Tasha Rodriguez,0,math
121,Janice Johnston,0,math
123,Mary Alvarez,0,math
124,Peter Mcdowell,0,math
131,Angela Salazar,0,math
138,Stephanie Collins,0,math
146,Dana Nguyen,0,math
149,Bobby Flores,0,math
151,Michelle Kelley,7,math
153,Laurie Wallace,0,math
162,Lauren Hayes,0,math
173,Brian Hamilton,0,math
176,Kimberly Smith,0,math
180,Cheryl Bradley,0,math
199,Jorge Sullivan,0,math
203,Theodore Mcgrath,0,math
208,Sean Green,0,math
213,Cheryl Bradley,0,math
224,Sarah Villanueva,0,math
232,Jorge Sullivan,0,math
235,Peter Montgomery,0,math
238,Stephanie Sutton,0,math
239,Brian Hamilton,0,math
243,Jennifer Summers,0,math
247,Walter Pratt,0,math
254,Collin Lopez,4,math
258,Kimberly Myers,0,math
259,Desiree Cain,0,math
262,Whitney Stark,0,math
263,Angela Salazar,0,math
265,Jorge Sullivan,0,math
266,Elizabeth Woods,0,math
269,Theodore Mcgrath,0,math
273,Susan Levy,0,math
274,Sean Green,0,math
278,Dana Nguyen,0,math
280,Walter Pratt,0,math
291,Kimberly Myers,0,math
293,Stephanie Lawrence,0,math
295,Whitney Stark,0,math
305,Brian Hamilton,0,math
306,Susan Levy,0,math
307,Sean Green,0,math
310,April Snyder,0,math
313,Walter Pratt,0,math
315,Tasha Rodriguez,0,math
316,Michelle Kelley,0,math
317,Kimberly Maynard,4,math
318,Laurie Wallace,0,math
322,Peter Mcdowell,12,math
324,Kimberly Myers,60,math
330,Norma Fisher,0,math
331,Jorge Sullivan,0,math
334,Peter Montgomery,0,math
335,Theodore Mcgrath,0,math
351,Laurie Wallace,0,math
353,Collin Lopez,0,math
360,Lauren Hayes,0,math
364,Jorge Sullivan,0,math
368,Theodore Mcgrath,0,math
371,Brian Hamilton,0,math
374,Kimberly Smith,0,math
380,Bobby Flores,7,math
383,Kimberly Maynard,0,math
393,Lauren Hayes,0,math
394,Whitney Stark,0,math
399,Susan Wagner,0,math
402,Stephanie Collins,0,math
404,Brian Hamilton,0,math
409,April Snyder,0,math
418,Janice Johnston,0,math
421,Peter Mcdowell,0,math
424,Desiree Cain,12,math
431,Elizabeth Woods,0,math
433,Peter Montgomery,0,math
436,Stephanie Sutton,3,math
444,Cheryl Bradley,0,math
447,Tasha Rodriguez,0,math
450,Laurie Wallace,0,math
460,Whitney Stark,0,math
465,Susan Wagner,0,math
466,Peter Montgomery,0,math
470,Brian Hamilton,0,math
471,Susan Levy,0,math
483,Laurie Wallace,3,math
491,Stephanie Lawrence,0,math
493,Whitney Stark,0,math
498,Susan Wagner,4,math
504,Susan Levy,0,math
507,Jennifer Summers,0,math
508,April Snyder,0,math
512,Bobby Flores,0,math
518,Collin Lopez,0,math
520,Peter Mcdowell,0,math
522,Kimberly Myers,0,math
524,Stephanie Lawrence,0,math
528,Norma Fisher,0,math
531,Susan Wagner,11,math
533,Theodore Mcgrath,0,math
540,Jennifer Summers,0,math
544,Walter Pratt,0,math
550,Janice Johnston,0,math
551,Collin Lopez,0,math
555,Kimberly Myers,19,math
563,Elizabeth Woods,0,math
564,Susan Wagner,0,math
566,Theodore Mcgrath,0,math
579,Tasha Rodriguez,0,math
584,Collin Lopez,0,math
586,Peter Mcdowell,0,math
598,Peter Montgomery,0,math
625,Whitney Stark,0,math
628,Jorge Sullivan,0,math
637,Sean Green,0,math
647,Kimberly Maynard,17,math
654,Kimberly Myers,0,math
667,Stephanie Sutton,0,math
671,Kimberly Smith,0,math
677,Bobby Flores,0,math
681,Laurie Wallace,0,math
683,Collin Lopez,0,math
686,Sarah Villanueva,2,math
688,Desiree Cain,0,math
694,Jorge Sullivan,4,math
717,Mary Alvarez,0,math
718,Peter Mcdowell,0,math
728,Elizabeth Woods,0,math
741,Cheryl Bradley,1,math
744,Tasha Rodriguez,0,math
745,Michelle Kelley,0,math
753,Kimberly Myers,0,math
757,Whitney Stark,0,math
760,Jorge Sullivan,0,math
768,Susan Levy,0,math
775,Walter Pratt,0,math
783,Mary Alvarez,0,math
791,Angela Salazar,0,math
805,April Snyder,0,math
807,Cheryl Bradley,0,math
810,Tasha Rodriguez,0,math
816,Mary Alvarez,0,math
822,Lauren Hayes,0,math
828,Susan Wagner,0,math
830,Theodore Mcgrath,10,math
831,Stephanie Collins,0,math
833,Brian Hamilton,0,math
838,April Snyder,0,math
840,Cheryl Bradley,0,math
843,Tasha Rodriguez,0,math
845,Kimberly Maynard,0,math
848,Collin Lopez,0,math
855,Lauren Hayes,0,math
856,Whitney Stark,0,math
857,Angela Salazar,6,math
858,Norma Fisher,0,math
861,Susan Wagner,0,math
874,Walter Pratt,0,math
881,Collin Lopez,18,math
884,Sarah Villanueva,0,math
887,Stephanie Lawrence,0,math
908,Bobby Flores,0,math
911,Kimberly Maynard,0,math
916,Peter Mcdowell,0,math
918,Kimberly Myers,0,math
924,Norma Fisher,0,math
927,Susan Wagner,0,math
929,Theodore Mcgrath,0,math
931,Stephanie Sutton,0,math
937,April Snyder,0,math
945,Laurie Wallace,0,math
946,Janice Johnston,0,math
949,Peter Mcdowell,0,math
952,Desiree Cain,0,math
957,Norma Fisher,0,math
964,Stephanie Sutton,0,math
967,Sean Green,0,math
974,Bobby Flores,8,math
979,Janice Johnston,13,math
980,Collin Lopez,0,math
985,Desiree Cain,5,math
7,Stephanie Sutton,0,p.e
13,April Snyder,0,p.e
14,Dana Nguyen,0,p.e
19,Michelle Kelley,0,p.e
29,Stephanie Lawrence,0,p.e
34,Jorge Sullivan,0,p.e
42,Susan Levy,0,p.e
57,Mary Alvarez,60,p.e
58,Peter Mcdowell,0,p.e
66,Norma Fisher,0,p.e
72,Stephanie Collins,0,p.e
74,Brian Hamilton,0,p.e
75,Susan Levy,0,p.e
76,Sean Green,16,p.e
78,Jennifer Summers,14,p.e
85,Michelle Kelley,0,p.e
88,Janice Johnston,0,p.e
92,Sarah Villanueva,0,p.e
120,Laurie Wallace,0,p.e
125,Sarah Villanueva,0,p.e
132,Norma Fisher,0,p.e
134,Elizabeth Woods,0,p.e
136,Peter Montgomery,8,p.e
140,Brian Hamilton,0,p.e
142,Sean Green,0,p.e
147,Cheryl Bradley,0,p.e
150,Tasha Rodriguez,0,p.e
155,Collin Lopez,0,p.e
159,Kimberly Myers,0,p.e
161,Stephanie Lawrence,0,p.e
165,Norma Fisher,0,p.e
168,Susan Wagner,0,p.e
169,Peter Montgomery,0,p.e
181,Walter Pratt,0,p.e
186,Laurie Wallace,0,p.e
190,Peter Mcdowell,0,p.e
192,Kimberly Myers,0,p.e
194,Stephanie Lawrence,0,p.e
198,Norma Fisher,0,p.e
205,Stephanie Sutton,0,p.e
212,Dana Nguyen,0,p.e
217,Michelle Kelley,0,p.e
218,Kimberly Maynard,0,p.e
225,Kimberly Myers,0,p.e
236,Theodore Mcgrath,2,p.e
264,Norma Fisher,0,p.e
268,Peter Montgomery,5,p.e
276,Jennifer Summers,0,p.e
277,April Snyder,0,p.e
283,Michelle Kelley,0,p.e
285,Laurie Wallace,0,p.e
286,Janice Johnston,0,p.e
288,Mary Alvarez,0,p.e
289,Peter Mcdowell,0,p.e
290,Sarah Villanueva,0,p.e
298,Jorge Sullivan,0,p.e
312,Cheryl Bradley,0,p.e
321,Mary Alvarez,0,p.e
326,Stephanie Lawrence,3,p.e
328,Whitney Stark,60,p.e
342,Jennifer Summers,0,p.e
347,Bobby Flores,0,p.e
348,Tasha Rodriguez,18,p.e
352,Janice Johnston,0,p.e
361,Whitney Stark,0,p.e
373,Sean Green,0,p.e
377,Dana Nguyen,0,p.e
381,Tasha Rodriguez,0,p.e
385,Janice Johnston,0,p.e
386,Collin Lopez,18,p.e
392,Stephanie Lawrence,0,p.e
395,Angela Salazar,0,p.e
396,Norma Fisher,10,p.e
397,Jorge Sullivan,0,p.e
407,Kimberly Smith,0,p.e
408,Jennifer Summers,0,p.e
410,Dana Nguyen,0,p.e
415,Michelle Kelley,0,p.e
416,Kimberly Maynard,0,p.e
417,Laurie Wallace,0,p.e
419,Collin Lopez,13,p.e
430,Jorge Sullivan,0,p.e
432,Susan Wagner,60,p.e
434,Theodore Mcgrath,0,p.e
446,Bobby Flores,0,p.e
451,Janice Johnston,0,p.e
461,Angela Salazar,0,p.e
464,Elizabeth Woods,0,p.e
473,Kimberly Smith,0,p.e
475,April Snyder,0,p.e
476,Dana Nguyen,16,p.e
489,Kimberly Myers,0,p.e
499,Peter Montgomery,16,p.e
500,Theodore Mcgrath,0,p.e
502,Stephanie Sutton,0,p.e
509,Dana Nguyen,0,p.e
516,Laurie Wallace,0,p.e
517,Janice Johnston,0,p.e
527,Angela Salazar,0,p.e
534,Stephanie Collins,0,p.e
539,Kimberly Smith,0,p.e
552,Mary Alvarez,0,p.e
557,Stephanie Lawrence,0,p.e
558,Lauren Hayes,0,p.e
559,Whitney Stark,15,p.e
562,Jorge Sullivan,0,p.e
570,Susan Levy,0,p.e
574,April Snyder,0,p.e
585,Mary Alvarez,0,p.e
587,Sarah Villanueva,0,p.e
589,Desiree Cain,0,p.e
590,Stephanie Lawrence,0,p.e
594,Norma Fisher,0,p.e
600,Stephanie Collins,0,p.e
612,Tasha Rodriguez,0,p.e
615,Laurie Wallace,0,p.e
624,Lauren Hayes,0,p.e
640,April Snyder,0,p.e
644,Bobby Flores,0,p.e
646,Michelle Kelley,0,p.e
648,Laurie Wallace,0,p.e
650,Collin Lopez,0,p.e
653,Sarah Villanueva,0,p.e
682,Janice Johnston,0,p.e
684,Mary Alvarez,0,p.e
685,Peter Mcdowell,0,p.e
693,Norma Fisher,0,p.e
696,Susan Wagner,0,p.e
702,Susan Levy,0,p.e
705,Jennifer Summers,0,p.e
711,Tasha Rodriguez,0,p.e
712,Michelle Kelley,0,p.e
715,Janice Johnston,0,p.e
716,Collin Lopez,0,p.e
719,Sarah Villanueva,0,p.e
726,Norma Fisher,0,p.e
732,Stephanie Collins,0,p.e
737,Kimberly Smith,60,p.e
738,Jennifer Summers,0,p.e
739,April Snyder,0,p.e
740,Dana Nguyen,0,p.e
742,Walter Pratt,0,p.e
743,Bobby Flores,0,p.e
749,Collin Lopez,0,p.e
756,Lauren Hayes,6,p.e
765,Stephanie Collins,0,p.e
770,Kimberly Smith,0,p.e
771,Jennifer Summers,0,p.e
773,Dana Nguyen,0,p.e
777,Tasha Rodriguez,0,p.e
778,Michelle Kelley,0,p.e
782,Collin Lopez,0,p.e
787,Desiree Cain,0,p.e
789,Lauren Hayes,0,p.e
792,Norma Fisher,0,p.e
798,Stephanie Collins,0,p.e
803,Kimberly Smith,0,p.e
808,Walter Pratt,5,p.e
814,Janice Johnston,0,p.e
819,Kimberly Myers,0,p.e
837,Jennifer Summers,7,p.e
841,Walter Pratt,0,p.e
850,Peter Mcdowell,0,p.e
854,Stephanie Lawrence,0,p.e
866,Brian Hamilton,0,p.e
878,Kimberly Maynard,0,p.e
882,Mary Alvarez,0,p.e
909,Tasha Rodriguez,2,p.e
914,Collin Lopez,10,p.e
915,Mary Alvarez,0,p.e
917,Sarah Villanueva,0,p.e
925,Jorge Sullivan,0,p.e
926,Elizabeth Woods,0,p.e
930,Stephanie Collins,0,p.e
935,Kimberly Smith,16,p.e
939,Cheryl Bradley,0,p.e
940,Walter Pratt,60,p.e
943,Michelle Kelley,0,p.e
947,Collin Lopez,0,p.e
951,Kimberly Myers,0,p.e
953,Stephanie Lawrence,0,p.e
956,Angela Salazar,0,p.e
959,Elizabeth Woods,0,p.e
971,Dana Nguyen,0,p.e
972,Cheryl Bradley,0,p.e
976,Michelle Kelley,60,p.e
984,Kimberly Myers,0,p.e
987,Lauren Hayes,0,p.e
17,Bobby Flores,0,physics
23,Collin Lopez,9,physics
25,Peter Mcdowell,0,physics
28,Desiree Cain,0,physics
37,Peter Montgomery,0,physics
41,Brian Hamilton,0,physics
48,Cheryl Bradley,7,physics
49,Walter Pratt,0,physics
62,Stephanie Lawrence,0,physics
79,April Snyder,0,physics
87,Laurie Wallace,0,physics
93,Kimberly Myers,0,physics
94,Desiree Cain,0,physics
95,Stephanie Lawrence,14,physics
100,Jorge Sullivan,0,physics
107,Brian Hamilton,0,physics
108,Susan Levy,0,physics
114,Cheryl Bradley,0,physics
128,Stephanie Lawrence,0,physics
130,Whitney Stark,0,physics
133,Jorge Sullivan,8,physics
143,Kimberly Smith,0,physics
154,Janice Johnston,0,physics
157,Peter Mcdowell,0,physics
160,Desiree Cain,0,physics
166,Jorge Sullivan,0,physics
184,Michelle Kelley,0,physics
195,Lauren Hayes,0,physics
200,Elizabeth Woods,0,physics
201,Susan Wagner,60,physics
211,April Snyder,0,physics
216,Tasha Rodriguez,60,physics
222,Mary Alvarez,0,physics
226,Desiree Cain,0,physics
227,Stephanie Lawrence,0,physics
231,Norma Fisher,0,physics
233,Elizabeth Woods,0,physics
242,Kimberly Smith,0,physics
245,Dana Nguyen,0,physics
246,Cheryl Bradley,0,physics
250,Michelle Kelley,3,physics
260,Stephanie Lawrence,0,physics
270,Stephanie Collins,60,physics
271,Stephanie Sutton,0,physics
279,Cheryl Bradley,0,physics
292,Desiree Cain,0,physics
296,Angela Salazar,0,physics
311,Dana Nguyen,0,physics
323,Sarah Villanueva,0,physics
329,Angela Salazar,0,physics
336,Stephanie Collins,0,physics
337,Stephanie Sutton,0,physics
338,Brian Hamilton,0,physics
339,Susan Levy,0,physics
341,Kimberly Smith,0,physics
343,April Snyder,19,physics
344,Dana Nguyen,0,physics
346,Walter Pratt,0,physics
350,Kimberly Maynard,7,physics
355,Peter Mcdowell,0,physics
358,Desiree Cain,0,physics
362,Angela Salazar,0,physics
366,Susan Wagner,0,physics
369,Stephanie Collins,0,physics
375,Jennifer Summers,0,physics
376,April Snyder,0,physics
378,Cheryl Bradley,0,physics
379,Walter Pratt,0,physics
387,Mary Alvarez,0,physics
390,Kimberly Myers,0,physics
401,Theodore Mcgrath,0,physics
403,Stephanie Sutton,0,physics
405,Susan Levy,0,physics
412,Walter Pratt,60,physics
413,Bobby Flores,60,physics
422,Sarah Villanueva,0,physics
423,Kimberly Myers,0,physics
426,Lauren Hayes,0,physics
427,Whitney Stark,0,physics
429,Norma Fisher,11,physics
435,Stephanie Collins,0,physics
437,Brian Hamilton,7,physics
441,Jennifer Summers,0,physics
442,April Snyder,0,physics
443,Dana Nguyen,0,physics
445,Walter Pratt,0,physics
449,Kimberly Maynard,0,physics
